part_id,open_response
482,Not crazy about trump more against Hillary than for Trump.  Hillary seems more willing to do anything to further her polictical interest even if they are ethically questionable.  Donald Trump though he seems more like a loose cannon that seems a little frightening at least seems more transparent than Hillary.
483,"I don't like either of them. I think Trump is an incompetent, incoherent, violent manchild with a dozen sexual assaults to his name and who publically supports China's running over protesters with tanks. I think Hillary Clinton is very competent and knowledgeable at serving her own ends, has no real ideals or values, and did some things as secretary of state I wouldn't forgive anyone for involving bombings of civilians. She's still less likely to declare war over a tweet though so I suppose that makes her the lesser evil. "
484,"I feel like we got stuck with 2 horrible candidates.  They are both in it for themselves and do not have the best interest of the country in mind.  I will vote, but feel like I'm voting for the lesser of two evils."
485,"Trump has no experience in governance.  Clinton is a sociopathic, narcissistic, elitist, liar."
486,Donald Trump is a con man who doesn't care about America. He doesn't care about normal everyday citizens. If he did he wouldn't make anyone who he owes money have to sue him to get it. He is a joke and the Republican part deserves him. Hillary Clinton has been trying to help people her whole life. She knows policys and knows how to get things done. 
487,Hillary can NOT be trusted at all. She will ruin us
488,NA
489,I totally support Hillary because i think she is more capable to be a American president than Donald Trump and she will improve every aspect of American economy .She will think for people in USA and that is most important .
490,NA
491,"Clinton is a liar, a cheat, and is mentally unstable. I've heard awful reports about her acting out against her assistants, and she's not fit to be a president. She has no vision, she has never been a regular citizen, and she is not trustworthy. Trump has vision, is a strong leader, has been an average citizen before, and isn't afraid to offend people and won't cater to this social justice bullshit that every person my age is all about. "
492,"They both can't be trusted, but atleast Hillary has experience and is level headed."
493,Donald Trump has no political experience and is too conservative. Hillary Clinton has become the very establishment that she pretends to fight against.
494,"Donald Trump speaks in generalities, not backed up with facts. His proposals are not backed up with solid plans. Hillary Clinton would not be my first choice, but she would be much more able to handle the office with dignity and intelligence. Incidentally, I consider them both to be too old for the office. "
495,"I really like the views of Donald Trump, but his ideologies or way of doing things is disagreeable.  I do believe that trump might be using his personal fortune in order to contest with out the need for any donors , while Henry has to raise donations as she does not have the required funds."
496,"Donald Trump and the GOP are misogynistic, homo and transphobic, racist, xenophobic, among other things. I am primarily concerned, as a person who falls into marginalized categories and who keeps company with people who are most affected by the GOP's backwards way of thinking, with social issues over fiscal. I do not agree with Hillary on all issues, in fact, I disagree on many, but I believe that she will advance many things in the right direction, socially speaking."
497,"Donald Trump is not bought by Wall Street and donors so he owes nobody but the American people if he's elected president. I feel he's a person of character and integrity and will do what he said he'd do if he gets into office. I think he respect all races and gender.  /  / Hillary Clinton is a massive liar. She's untrustworthy and has committed, I believe, treason against the USA with her pay to play and secret server. I believe she sold access and information. She's the most corrupt person to ever run for the office of presidency."
498,NA
499,"I have a very personal disconnection from Hillary Clinton, as there are personal things she has done or not done that make me question her qualifications for becoming the POTUS.  However, the words, ideas, and actions of Donald Trump give me more doubts and fears."
500,no idea
501,"Neither major party candidate represents my interests in this election. Because of this, I have voted for a third party candidate. Unfortunately, in out current political system this is not going to have much of an impact."
502,My views are that I share a number of views as Hillary. I do not share the same views as Trump. I may agree a little with Trump but I feel much more agreeable towards Hillary.
503,Hilary is the best of two evils.  Our government needs a complete over haul
504,"Donald Trump attracts his own crowds. / Hillary Clinton has to use celebrities to get crowds. She's dishonest, and the Podesta email leaks prove beyond a shadow of a doubt she's a candidate that shouldn't be trusted. We can't even get an honest point of view from her. She says one thing and those emails say something else completely. /  / "
505,"I think Hillary is a terrible human being. I have always believed that she was deceptive and the more and more information that is coming out is not only disheartening but very scary. I think she is selfish and has always had this path in mind and that is why she stood by Bill's side- so she could ride his coat tails to ultimate power. /  / I think Trump needs to talk a lot less when he's angry. I personally believe he is very patriotic, but also very crude in his language and 'fly off the handle antics'. I believe he has genuine interest in making this country how it used to be. I support him mainly because he supports our troops and our police departments. To me our military/first responders deserve better than what Hillary would do for them. She has already proven herself to be incompetent at the cost of soldiers' lives. Enough is enough."
506,"Trump is a belligerent, idiotic, spoiled brat that never grew up. Feels entitled in every way. Will say anything if he thinks it's what you want to hear. Pathological liar with a fairly low IQ. Bombastic and cruel. /  / Hillary Clinton will not fix what needs to be fixed and will continue the policies of Obama and cause those Trump lovers to become even more hateful and divisive. She and her foundation have definitely done unethical things, but honestly probably less unethical than what Trump has done, which we don't even know the  tip of the iceberg yet. / Both choices in this election are absolutely abysmal, and it's becoming embarassing to identify as an American at times. "
507,"It's like watching a movie, the fact that this guy Donald Trump even says half the stuff he does, that any one would consider that ""ok"" to have someone that talks about grabbing women by the P__SY is seriously hard to believe.  Even worse is the hate monger of a possible vice president.  That guy, I can't even put my opinion in words, he hates way too many people to be a representative of what is ""good"" for people.  He scares me with his hate views on everything different from him... "
508,"Hillary is just a flat out power hungry lying criminal, always has been. She should be in jail, not running for leader of the free world. Trump is great at seeing what the lay of the land is and using that to be a popular candidate. I think his bluster is part of his negotiation skills, and if elected would back off of them to be diplomatic, he literally wrote the book on making deals. But Hillary and her criminal buddies have rigged the election, so she will win no matter what really happens with real votes."
509,I feel that Clinton is not fit to be president because she has committed multiple felonies. I can deal with Trump because he is a new face that does what he wants.
510,Both are not a fit to be president because they do not want to reverse damages done when the Constitution was overthrown a century ago and the United States of America lost it's sovereignty. 
511,I dont trust any of the candidates. None of the candidates are worthy of becoming president. 
512,"Trump is a racist, hes ignorant, hes only for himself. / Hilary is extremely informed and educated. She is very compassionate and for the people"
513,"Donald Trump is a horrible person, he is racist, sexist, violent, manipulative, and hot tempered.  He constantly accuses Hillary of being responsible and failing to perform tasks that she was not able to control (Bengahzi, Financial Crisis, and more). I can see it's a distraction, I wish others could too. /  / Secretary Clinton is experienced, she has clear ideas and is flexible enough to find ways to make them work through involving ideas from others. I believe that she will help this country along greatly if she is elected. I admire her strength and the patience that she has shown through these events."
514,Hillary is a proven criminal.  In favor of the American person you cannot vote for her
515,NA
516,Hilary has been up front and open about things the media has brought up. Both candidates are now being investigated by the FBI which makes this election crazy and interesting. I am scared in Trump gets in. I recently moved to a new area and still have not found a job and have student loans that want to be paid. If he gets in my small next egg is gone and I might find myself homeless.
517,"Donald Trump is a racist man. His entire campaign is built off of fear and hatred. Hillary Clinton has her flaws, but she is qualified for the job, and expresses no racism as well as geninune desire to help our country move forward."
518,"I don't really have very strong feelings either way, but Trump is severely outclassed when it comes to political knowledge. Some could see this as a plus, but I'm not sure I do. Hillary already has a wealth of knowledge about how to run a country and has an extensive network of people to help her. Also, policy-wise, I tend to side with Hillary much more."
519,I think both of the main party candidates are sorry choices for such a large election but that I favor Hilary. 
520,"Hillary Clinton scares me, and she has been caught lying on important issues.  She also will say one thing to your face and something else behind your back. Plus, she is responsible for carelessly causing the death of soldiers in Benghazi.  Donald Trump is at least up-front about his views, he is not a politically correct weakling, and A LOT of companies go bankrupt; it doesn't mean he doesn't know how to handle money; clearly, he's a genius at it - the man is a billionaire!"
521,NA
522,"I THINK HILLARY CLINTON IS A CRIMINAL AND SHOULD BE IN JAIL.  SHE TALKS A BIG TALK BUT HASN'T MADE ANY REAL CHANGE DURING HER WHOLE POLITICAL CAREER.  FUTHERMORE, THE FACT THAT SHE AGREES WITH LATE TERM ABORTIONS DISGUSTS ME.  ALTHOUGH I THINK TRUMP IS A VILE HUMAN BEING, MY VOTE FOR HIM IS NOT FOR HIM, IT'S A VOTE AGAINST HILLARY."
523,"Hillary has more policies that I favor, though not all. She has decades of experience and knows what she's doing. However, her demeanor is somewhat cold and disconnected. She wouldn't be my first choice for President. But, Trump is a train wreck. He's ignorant, racist and elitist. He has no idea what he's doing. "
524,"I strongly believe in Donald Trump. While he may not be the best candidate on the planet, he is the better of the two evils. I never want to see Hiliary Clinton be elected into office."
525,"Hillary Clinton is experienced, honest and trustworthy who will definitely fulfill all the promises made to the citizens."
526,I feel very strong to the ideas of the article I just read.  I think that everything he wrote is right on the nail.  I also think that trump is a racist person and we need some one who is going to treat everyone the same 
527,Hilary Clinton has political experience while Donald Trump has money experience.
528,"Oh god Hillary Clinton, doesn't anyone remember the 1990a"
529,I don't like any of them.
530,Trump is rated as lying 72% of the time. Can you imagine how much he will lie as a president?
531,NA
532,"I am extremely pro-Hillary Clinton, a bias that is no doubt evident in my survey responses. I believe that it is time to have a woman in the White House, and that she is the right woman for that job, given her decades of experience in politics."
533,I think Donald Trump is interested in being President to satisfy his own ego and will not help the country move forward. Hillary Clinton has a past record of trying to make life better for people and I think the state of the country will be better off under her leadership.
534,"I think Hillary is the best chance we have to move progressive agendas forward or, at the very least, to maintain the progress we've made in terms of health care and civil rights issues. I think she gets a bad wrap on some level, that a picture has been painted of her that's not completely true. Donald Trump is a dangerous egomaniac. We do't know that his interests extend outside of himself. He's fanned the flames of racism and xenophobia in our country, all as a means of getting the attention and praise that his fragile ego requires. He has a thin skin and a temperament that in no way should be allowed to be the head of our country. He's a poor role model. "
535,"Clinton is certainly not a perfect candidate (I supported Bernie Sanders in the caucauses). But she is experienced, intelligence, and level-headed. Donald Trump is ignorant, dishonest, and has a hair trigger temper. He has abused every privilege he's every had to exploit and take advantage of others, and I fully expect he would abuse the powers of the presidency for his personal enrichment and to settle scores. And this is a man who flies into a rage when he is criticized. I expect that if he were president, he would violate the Constitution in order to seize more power. The worst candidate I've seen in my lifetime, and I'm pretty old. "
536,"I used to support Trump, but I feel he is basically a puppet of Russia. I am now going to vote for Clinton. I am hoping she reforms financial aid for students and improves Obamacare but I feel a Republican congress will block any efforts for reform."
537,"trump is a racist, liar, blowhard, will switch sides on the flip of a coin, money is his only true loyalty. / clinton is also a liar, less so then trump, corrupt politician, but will be loyal to her party line and not as horrible as trump / third party candiadates not known or enough data to know what they would do. / I would have voted for sanders and his platform address my concerned issues."
538,"I do not trust Hillary Clinton, and I believe she only cares about herself and being in power. I despise her, and I believe she is corrupt. I don't like everything Donald Trump does and says, but I think that he does truly care about America and he will change the government for the better."
539,"I will support Trump because he is the Republican candidate. I won't support Clinton because the Democratic platform includes the availability of abortion for any reason, which is the use of abortion as birth control."
540,I think they're both terrible but I think Donald Trump is an ignorant bigot with no interest in the needs of America but simply the will to win
541,I liked the campaign of Clinton it was very realistic and i felt like she cared about people not like Trump he's a self centred person and someone who only thinks about money.
542,NA
543,"I believe that Hillary Clinton is a committed and expert career politician with the interests of the common and unfortunate at her heart. Conversely, I think Donald Trump is an idiotic ivory tower demagogue who may very well be a psychopathic narcissist."
544,"Neither one of the candidates is an excellent choice for the President of the United States. But, Donald is simply, unfit to be president. Clinton is the better of the two."
545,"Although I do not like Donald Trump a great deal, the way Hillary Clinton handled Benghazi and her emails is a deal breaker.  I am veteran, so in my ex husband, and my daughter serves.  To me, national security and the security of my child while is she is serving this is country is the most important issue for me.  Unfortunately, Hillary Clinton has failed in showing that she is willing to do that by putting her interest before the American people, especially people who are willing to serve and die for this country."
546,"Hillary Clinton should be in jail and not able to run.  Anyone else would be for committing half of her crimes.  She has very poor judgement, and it has just come out today that she actually knew about pedophile Weiner long ago and did nothing to stop his crimes.  She has recently insulted African Americans by entertaining them with singers and celebrities instead of talking to them about issues.  Trump makes good sense about how to run the country."
547,I don't really support either of them
548,I think Donald will drive this country into the ground and the only clear choice at this point is Hilary.
549,"I feel that Donald Trump is all talk, I think he doesn't know what he's doing if he's the President. I'm really scare if he is going to be our next President. / As for Hillary Clinton, I feel like she genuinely does care about the people of America. She does have flaws, but I think she will be a better choice out of the two. Plus she does have a lot more experience than Trump."
550,They both are terrible
551,"I believe Hillary has spent her whole life fighting for equality for human rights, women and childrens rights. She is progressive and wants us all to move forward to gether for a more progressive integrated society where everyone from every culture can succeed and still be who they are. / I think Trump has spent his life coning people, frauding them with his University and his pyramid schemems. I think its ludicrous, that any one would think he could actually bring back jobs after he has soent his life sending them overseas, He has spent his life being a drain on America, he is a prime exapmle of the problems with the superior wealth in this countyr. Also he has no idea how govt works, he thinks he can be a dictator and just bully everyone. I woul;d be embarresed to have him as president, and I am positive he is in Cahots with Russia."
552,They are all crazy. Clinton is a better candidate based solely on political experience. Trump is a business man and that all. 
553,"I believe both major candidates to be corrupt. While Clinton, I believe, is dishonest and makes morally questionable choices, Trump, I believe displays abusive behavior. Nether behaviors are ideal to me in the leader of my country. Neither candidate makes me feel safe. I worry a great deal about the direction our nation is headed. Clinton fails to elicit trust amongst her own people, and Trump, I believe, will offend every other country on the planet. Yikes!"
554,NA
555,"It's like trying to decide if you would rather be shot or given the electric chair. Neither candidate is worthy of the job and it's amazing they are the options we have for the next president. I don't feel comfortable with either in charge, but with Trump getting elected it would certainly be getting away from the same old, same old people in government."
556,"I don't particularly like Hillary Clinton but at least she has shown to be intelligent and capable to make the decisions. Hopefully if she is elected, she will not favor her sponsors and go against what is right for the American people. I agree with her on many things such as abortion, gun reform etc. but I worry she might make the wrong decisions if it is asked of her by her sponsors.  /  / I thought Donald Trump running would be seen as a joke and I am shocked he made it this far. I do think it should send a message to politicians that there is a great disconnect between them and the American people if they are willing to go with this candidate because he is perceived as an outsider. All in all, I'm not sure Trump would be the worst president but I am greatly concerned about his volatile temper and his lack of tact. "
557,NA
558,"The positives for Trump is his incompetence and the belligerent nature that would likely not make him such a pawn of his political party, however these are also all negatives. Hillary does not put forward an image that can be trusted and does not seem to have a cool enough head to not let others, like Trump not get under her skin. Her use of government office to advance her monetary gain is again deplorable as well as her opaque nature. Having another clinton is symptomatic of a dynasty as well."
559,"I feel like Donald Trump will take away rights that lgbt people have recently gained. He's too unstable to make governmental decisions. Hillary, while maybe a little questionable, still has america's best interest at heart. "
560,"I believe at this point in time, HIllary Clinton has already shown us in many parts the maximum contribution she'll make to the American people. While Donald Trump is fresh with new ideas. Which is what America needs. That's what helps us grow better and stronger. New representation and ideas. HIllary whether a continuation of Barrack Obama or Bill Clinton to me doesn't represent growth and new directions."
561,I feel they both are corrupt
562,"If Clinton is elected, there will be no more America.  She has already sold us out to the Saudis and they will be looking to collect. I don't know how she can even be allowed to run, given her criminal record. Trump will lower taxes for everyone.  He will bring jobs back to America, and he will not allow the Muslim Brotherhood to make America a Caliphate with Sharia Law. Which is what I know Clinton will do.  We cannot support any more freeloading immigrants. The Middle Class will disappear entirely from having to support these people, many of whom are criminals. I don't understand why or how people can't see this! Are there that many morons in this country who vote on emotion only and never bother to look up the facts??"
563,"I cannot even express how utterly evil and beguiling Hillary would be if elected. Honestly, I have no idea why the heck Trump even ran. It seems more of a passing interest to him, because he has no political background nor experience. I feel we Americans are over a barrel on this one, but I feel Trump would be the better choice. Most people have no idea what Hillary is really like. This country will fall rapidly. I'm not sure it matters who votes for who, because I believe that the election is fixed. I also am inclined to believe that Obama will declare an emergency on or after November 8th and declare he cannot leave his position until a solution can be arrived at. Wouldn't surprise me in the least. "
564,I thin Hillary stands for more of the same things I do in terms of freedoms of choice. But I side with Trump on needing to fix the school system. I ignore all slander and just look at what they stand for hopefully it turns out true.
565,"Trump and Hillary both terrify me.  I can't imagine either of them being competent enough to be the president.  At this point, because I don't live in a swing state (and my state will definitely go Trump) I will be voting for a third party to help them get the 5 percent needed to receive government funding on the next ticket.  Because I live in a Trump state, I feel I have very little influence on this election.  Voting third party is the only way that I can vote that might actually make a difference.  I pray that we have better candidates next time around. "
566,"Donald Trump is clearly disrespectful of women, minorities, and people from other countries. He is neither intelligent enough or mature enough to handle the responsibility of being president. Hillary Clinton is competent and qualified to be president."
567,"I like Donald Trump because of his incentives.  Any notion that he is in this for business dealings is complete garbage, because all of the time/money/energy he has donated could not possibly give that large of a personal return.  I also think Hillary Clinton is completely corrupt and is pulling a quick one on the American people."
568,"I feel like Donald Trump is more in it for himself.  He wants to become president as a signal of power and success but not necessarily equipped to run a country.  He has the country's best interest in mind but does not consider consequences in his actions, such as bombing ISIS.  While I agree Clinton cannot be fully trusted, she has an entire career in politics."
569,"I believe that Hillary Clinton is only looking out for the poor and the extremely wealthy.... she doesn't care at all for the middle class. The working class is what keeps the majority of this country together and if all you are doing is hurting them, then you are hurting the country as well. This is why Donald Trump will make a better president. He understands the need for the middle class to be treated fairly, not as a means for the poor to live comfortably off the system. /  / Trump's ideals also align more with mine than Clinton's does when it comes to issues of national security, immigration, and patriotism."
570,NA
571,"I think they are both non-ideal candidates, but they individually have beneficial tactics towards improving our country. I am leaning towards Donald because I think he is aggressive enough to make improvements if he will think."
572,i feel like Trump is the only way to get this country back to the original ideas.
573,While Trump isn't the best out there. At least he isn't a criminal. Hopefully he can surround himself with people that hold some of his beliefs and we can get our country back on track.
574,"The concern I have with Donald Trump is that he is a loose cannon. He says things just to get a response from the people he is entertaining. While I am sure that any figurehead could run the country with the proper advisers, I do not feel that Trump will pick the right people. I am voting for Hillary Clinton because I feel that she is the best qualified of all the individuals in the running, that actually have a chance of winning. I still do not have 100% confidence in her, but I make the choices based on what I am given."
575,"Being a candidate of change, if Trump can succeed in just some of his ideas we will be much better off. Being a status quo and paid for by donors plus lying whenever her mouth moves, Hillary Clinton cannot be trusted to do anything good for the citizens of the USA. "
576,"Donald Trump may be a jerk, but Hilary Clinton will be the end of us. If Hilary is elected, we will have Satan and her rapist husband, ol' Bill Clinton as the first family of our country. Seriously, BILL CLINTON y'all. The guy who started America down this terrible path so many years ago."
577,"Hillary Clinton is a liar and doesn't know how to run a country. She can't even keep her husband under control. I have no respect for her. Donald Trump is a liar and is not very intelligent; however, he has owned and operated several successful companies. I feel that you should never be the smartest person in the room. A smart person will surround him/herself with smarter people to get something done. Donald Trump has shown he has able to put the right people in the right places to become successful and he will do that in his presidency."
578,I believe Donald Trump can be trusted to do what he says.  HIllary has a track record of being untruthful and I think this country definitely needs a change for the better in regards to its present state.
579,"Trump is grossly unqualified for president. He is volatile, self-centered, and a racist bigot. Hillary has had a questionable past, but in the race against Trump, is by far the best choice for our nation at this time."
580,"Clinton is more qualified and capable to become president whereas Trump is more of a businessman, not confident about his skills to run a country. "
581,"I am definitely pro-Trump, for many different reasons. It is difficult for me to see how anyone would vote for Hillary, someone who is literally a criminal under FBI investigation. I think Trump has our country's best interests at heart and we should vote for a businessman rather than another corrupt politician who will probably get us into war with Russia. Trump, on the other hand, said he would try to cooperate with Putin. If there wasn't reason enough to vote for him already, that seals the deal."
